date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
2017-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,14.33,0.4026
2017-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,48.3,1.3529
2017-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1204
2017-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.3,0.8207
2017-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,34.7,0.972
2017-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.0,0.6723
2017-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,22.5,0.6303
2017-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,20.0,0.5602
2017-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,20.0,0.5602
2017-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,28.3,0.7927
2017-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,27.1,0.7591
2017-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.0,0.2801
2017-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.3,0.4286
2017-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,48.3,1.3492
2017-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1173
2017-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.3,0.8184
2017-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,34.9,0.9749
2017-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.0,0.6704
2017-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.2,0.676
2017-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,22.5,0.6285
2017-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,16.3,0.4553
2017-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,28.3,0.7905
2017-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,28.3,0.7905
2017-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.25,0.2863
2017-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.0,0.419
2017-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,48.3,1.3492
2017-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1173
2017-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.3,0.8184
2017-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,32.8,0.9162
2017-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.0,0.6704
2017-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,22.4,0.6257
2017-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,25.0,0.6983
2017-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,21.0,0.5866
2017-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,28.3,0.7905
2017-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,27.3,0.7626
2017-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.5,0.2933
2017-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.2,0.4246
2017-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,48.33,1.3462
2017-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1142
2017-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.33,0.817
2017-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,35.0,0.9749
2017-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.0,0.6685
2017-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.33,0.6777
2017-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,25.0,0.6964
2017-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,19.38,0.5397
2017-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,28.33,0.7891
2017-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,26.0,0.7242
2017-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.5,0.2925
2017-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.65,0.4359
2017-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,49.08,1.3633
2017-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1111
2017-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.33,0.8147
2017-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,35.0,0.9722
2017-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.0,0.6667
2017-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.75,0.6875
2017-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,25.0,0.6944
2017-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,20.0,0.5556
2017-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,28.33,0.7869
2017-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.6944
2017-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.13,0.3369
2017-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.25,0.4236
2017-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,44.17,1.2201
2017-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.105
2017-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,25.75,0.7113
2017-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,34.0,0.9392
2017-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.67,0.5709
2017-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,20.5,0.5663
2017-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,17.0,0.4696
2017-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,17.0,0.4696
2017-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,22.25,0.6146
2017-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.6906
2017-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,10.5,0.2901
2017-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.01,0.4146
2017-09-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,48.33,1.3352
2017-09-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.105
2017-09-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.08,0.8034
2017-09-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,33.75,0.9323
2017-09-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.0,0.663
2017-09-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.0,0.6906
2017-09-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,31.0,0.8564
2017-09-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,26.25,0.7251
2017-09-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,28.33,0.7827
2017-09-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.6906
2017-09-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.17,0.3361
2017-09-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.17,0.4466
2017-10-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.0,1.2431
2017-10-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.105
2017-10-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,28.33,0.7827
2017-10-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,31.25,0.8633
2017-10-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.89,0.6875
2017-10-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.0,0.6906
2017-10-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,31.0,0.8564
2017-10-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,30.0,0.8287
2017-10-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,26.67,0.7366
2017-10-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.6906
2017-10-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.17,0.3361
2017-10-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.25,0.4489
2017-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.0,1.2773
2017-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1354
2017-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.67,0.8421
2017-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,35.0,0.9935
2017-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,0.7191
2017-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.6,0.6983
2017-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,31.0,0.8799
2017-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,40.0,1.1354
2017-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,27.22,0.7727
2017-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,24.0,0.6812
2017-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.11,0.3438
2017-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.07,0.456
2017-12-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.83,1.2984
2017-12-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1331
2017-12-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.33,0.831
2017-12-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,35.0,0.9915
2017-12-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.0,0.7082
2017-12-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,24.33,0.6893
2017-12-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,31.0,0.8782
2017-12-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,38.33,1.0859
2017-12-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,27.92,0.7908
2017-12-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.7082
2017-12-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.17,0.3447
2017-12-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.33,0.4344
2018-01-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.0,1.2857
2018-01-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1429
2018-01-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.67,0.8476
2018-01-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,35.0,1.0
2018-01-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,0.7238
2018-01-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.49,0.7283
2018-01-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,43.67,1.2476
2018-01-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,36.25,1.0356
2018-01-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,27.78,0.7937
2018-01-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.7143
2018-01-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.17,0.3476
2018-01-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,14.87,0.4247
2018-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.0,1.2828
2018-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1403
2018-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.67,0.8457
2018-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,35.0,0.9977
2018-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,0.7222
2018-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,26.5,0.7554
2018-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,50.0,1.4253
2018-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,30.0,0.8552
2018-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,28.33,0.8077
2018-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.7127
2018-02-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.17,0.3468
2018-02-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,14.84,0.4229
2018-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.0,1.2791
2018-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.137
2018-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.67,0.8433
2018-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,36.33,1.0328
2018-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,0.7201
2018-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,0.7201
2018-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,49.58,1.4094
2018-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,30.0,0.8528
2018-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,28.33,0.8054
2018-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.7106
2018-03-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.17,0.3458
2018-03-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.11,0.4579
2018-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.0,1.2857
2018-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1429
2018-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,29.67,0.8476
2018-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,32.05,0.9157
2018-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,0.7238
2018-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,26.07,0.745
2018-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,48.33,1.381
2018-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,31.2,0.8914
2018-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,27.5,0.7857
2018-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,23.65,0.6757
2018-04-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,13.33,0.381
2018-04-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.5,0.4429
2018-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.0,1.2708
2018-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1296
2018-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,30.0,0.8472
2018-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,36.72,1.037
2018-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.78,0.728
2018-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,26.0,0.7343
2018-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,48.33,1.365
2018-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,31.72,0.8958
2018-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,26.67,0.7531
2018-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,23.07,0.6514
2018-05-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.83,0.4471
2018-05-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.64,0.4699
2018-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,45.0,1.2658
2018-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1252
2018-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,30.0,0.8439
2018-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,36.4,1.0239
2018-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,0.7126
2018-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.7,0.7229
2018-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,48.33,1.3596
2018-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,33.27,0.9358
2018-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,26.67,0.7501
2018-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,22.53,0.6338
2018-06-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,14.17,0.3985
